Date,Time,Temperature Front,Humidity Front,Temperature Middle,Humidity Middle,Temperature Back,Humidity Back,Fan/Wet Wall State
2001/01/23,09:51:25,32,47,32,46,32,47,T
2001/01/23,09:56:25,32,48,32,46,31,47,T
2001/01/23,10:01:26,32,48,33,45,32,46,T
2001/01/23,10:06:25,32,46,33,44,32,45,T
2001/01/23,10:11:28,32,46,33,44,33,44,T
2001/01/23,10:16:30,33,45,33,44,33,44,T
2001/01/23,10:21:32,33,44,34,43,33,43,T
2001/01/23,10:26:32,34,43,34,42,33,42,T
2001/01/23,10:31:32,34,41,34,41,33,41,T
2001/01/23,10:36:32,34,43,34,42,33,42,T
2001/01/23,10:41:38,34,42,34,42,33,42,T
2001/01/23,10:46:39,34,42,34,42,34,42,T
2001/01/23,10:51:38,34,41,34,41,34,42,T
2001/01/23,10:56:38,35,41,34,42,34,42,T
2001/01/23,11:01:39,35,42,34,42,34,42,T
2001/01/23,11:06:39,35,41,34,42,34,41,T
2001/01/23,11:11:39,35,41,35,41,34,41,T
2001/01/23,11:16:40,35,40,35,41,34,40,T
2001/01/23,11:21:40,36,39,35,40,34,40,T
2001/01/23,11:26:40,36,40,35,40,35,40,T
2001/01/23,11:31:41,36,41,35,40,34,40,T
2001/01/23,11:36:41,36,40,35,41,34,40,T
2001/01/23,11:41:42,36,40,35,40,35,39,T
2001/01/23,11:46:43,36,40,35,40,35,38,T
2001/01/23,11:51:43,36,40,35,40,35,39,T
2001/01/23,11:56:43,37,40,36,40,35,40,T
2001/01/23,12:01:43,37,38,36,40,36,39,T
2001/01/23,12:06:44,37,38,36,40,36,38,T
2001/01/23,12:11:44,37,38,36,40,36,39,T
2001/01/23,12:16:44,37,39,36,40,36,39,T
2001/01/23,12:21:45,37,38,36,40,36,39,T
2001/01/23,12:26:45,37,38,36,40,36,39,T
2001/01/23,12:31:46,38,38,36,40,36,39,T
2001/01/23,12:36:48,38,37,36,40,36,39,T
2001/01/23,12:41:49,38,36,36,39,36,39,T
2001/01/23,12:46:49,38,37,36,40,36,39,T
2001/01/23,12:51:48,38,38,36,40,36,39,T
2001/01/23,12:56:49,38,38,37,40,36,39,T
2001/01/23,13:01:50,38,38,37,40,36,40,T
2001/01/23,13:06:49,38,38,37,40,36,40,T
2001/01/23,13:11:50,39,38,37,40,36,41,T
2001/01/23,13:16:51,39,38,37,40,36,41,T
2001/01/23,13:21:51,38,38,37,40,36,41,T
2001/01/23,13:26:52,38,38,37,40,36,41,T
2001/01/23,13:31:53,39,37,37,39,36,41,T
2001/01/23,13:36:53,39,37,37,40,36,42,T
2001/01/23,13:41:54,39,37,38,39,36,42,T
2001/01/23,13:46:55,39,37,38,39,36,41,T
2001/01/23,13:51:55,39,36,37,38,36,40,T
2001/01/23,13:56:57,39,37,38,39,36,40,T
2001/01/23,14:01:57,39,36,38,38,36,39,T
2001/01/23,14:06:57,39,35,37,38,36,38,T
2001/01/23,14:11:59,39,36,37,39,36,40,T
2001/01/23,14:17:00,39,35,38,38,36,40,T
2001/01/23,14:21:59,39,35,38,38,36,40,T
2001/01/23,14:27:00,39,36,38,39,36,41,T
2001/01/23,14:32:00,40,38,38,40,36,42,T
2001/01/23,14:37:02,39,38,38,40,36,42,T
2001/01/23,14:42:03,40,37,38,40,36,42,T
2001/01/23,14:47:03,39,37,38,40,36,42,T
2001/01/23,14:52:03,39,36,38,40,36,42,T
2001/01/23,14:57:05,39,37,38,40,36,42,T
2001/01/23,15:02:04,39,38,38,40,36,42,T
2001/01/23,15:07:06,39,38,38,40,36,42,T
2001/01/23,15:12:06,39,38,37,41,36,42,T
2001/01/23,15:17:08,39,39,37,41,36,42,T
2001/01/23,15:22:10,38,39,37,40,36,43,T
2001/01/23,15:27:09,38,38,38,41,36,43,T
2001/01/23,15:32:10,38,39,37,41,36,43,T
2001/01/23,15:37:11,38,38,37,41,36,43,T
2001/01/23,15:42:11,38,38,37,41,36,43,T
2001/01/23,15:47:12,38,38,37,41,36,43,T
2001/01/23,15:52:12,38,40,37,41,36,43,T
2001/01/23,15:57:13,38,39,37,42,35,43,T
2001/01/23,16:02:14,38,39,36,42,35,44,T
2001/01/23,16:07:14,37,40,36,42,35,43,T
2001/01/23,16:12:15,37,39,36,42,35,44,T
2001/01/23,16:17:17,37,40,36,42,35,44,T
2001/01/23,16:22:18,37,40,36,43,35,45,T
2001/01/23,16:27:17,36,41,36,43,34,45,T
2001/01/23,16:32:18,36,41,36,44,34,45,T
2001/01/23,16:37:19,36,42,36,44,34,45,T
2001/01/23,16:42:19,36,42,36,44,34,46,T
2001/01/23,16:47:19,36,43,35,44,34,47,T
2001/01/23,16:52:20,36,43,36,45,34,48,T
2001/01/23,16:57:21,36,43,36,45,34,47,T
2001/01/23,17:02:21,36,43,35,45,34,48,T
2001/01/23,17:07:22,36,44,35,46,34,48,T
2001/01/23,17:12:23,36,43,35,46,34,48,T
2001/01/23,17:17:23,36,44,35,47,33,50,T
2001/01/23,17:22:24,36,43,35,47,34,50,T
2001/01/23,17:27:25,36,44,34,48,33,50,T
2001/01/23,17:32:25,35,44,34,48,33,50,T
2001/01/23,17:37:26,35,45,34,49,32,52,T
2001/01/23,17:42:25,35,45,33,50,32,52,T
2001/01/23,17:47:29,34,46,33,50,32,52,T
2001/01/23,17:52:31,34,45,33,51,31,53,T
2001/01/23,17:57:32,34,46,32,52,31,54,T
2001/01/23,18:02:33,34,46,32,52,31,55,T
2001/01/23,18:07:33,33,47,31,54,30,56,T
2001/01/23,18:12:33,33,47,30,56,30,57,T
2001/01/23,18:17:32,32,49,30,57,30,58,T
2001/01/23,18:22:33,32,48,30,58,30,58,T
2001/01/23,18:27:34,32,49,29,58,29,58,T
2001/01/23,18:32:34,32,49,29,59,29,58,T
2001/01/23,18:37:35,32,49,29,59,29,57,T
2001/01/23,18:42:35,31,50,28,60,29,59,T
2001/01/23,18:47:36,31,51,28,61,28,61,T
2001/01/23,18:52:35,30,50,27,62,27,62,T
2001/01/23,18:57:36,30,52,27,63,27,63,T
2001/01/23,19:02:36,30,52,27,64,27,63,T
2001/01/23,19:07:36,29,54,26,66,26,65,T
2001/01/23,19:12:37,29,53,26,67,25,70,T
2001/01/23,19:17:37,28,55,25,68,24,72,T
2001/01/23,19:22:38,28,57,25,69,24,74,T
2001/01/23,19:27:38,27,59,24,71,24,74,T
2001/01/23,19:32:38,26,61,24,71,23,75,T
2001/01/23,19:37:38,26,62,24,71,23,74,T
2001/01/23,19:42:38,26,63,24,72,23,75,T
2001/01/23,19:47:42,25,67,24,76,23,79,T
2001/01/23,19:52:43,25,72,24,78,23,81,T
2001/01/23,19:57:44,25,75,24,80,23,82,T
2001/01/23,20:02:44,25,77,23,80,23,83,T
2001/01/23,20:07:44,24,78,23,81,23,84,T
2001/01/23,20:12:44,24,81,23,84,22,86,T
2001/01/23,20:17:48,24,83,23,84,22,87,T
2001/01/23,20:22:48,24,83,23,85,22,87,T
2001/01/23,20:27:47,24,84,23,84,22,88,F
2001/01/23,20:32:47,24,85,23,85,22,87,F
2001/01/23,20:37:49,24,85,23,81,23,84,F
2001/01/23,20:42:50,24,85,24,79,23,82,F
2001/01/23,20:47:50,24,87,24,80,23,83,F
2001/01/23,20:52:50,24,86,24,80,23,84,F
2001/01/23,20:57:50,24,88,24,81,23,85,F
2001/01/23,21:02:49,24,88,24,81,23,85,F
2001/01/23,21:07:50,24,88,24,81,23,86,F
2001/01/23,21:12:50,24,91,23,82,23,86,F
2001/01/23,21:17:52,24,91,23,82,22,87,F
2001/01/23,21:22:51,24,90,23,82,22,87,F
2001/01/23,21:27:52,23,89,23,83,22,87,F
2001/01/23,21:32:52,23,89,23,82,22,87,F
2001/01/23,21:37:54,23,90,23,82,22,87,F
2001/01/23,21:42:54,23,91,23,83,22,87,F
2001/01/23,21:47:54,23,93,23,85,22,89,F
2001/01/23,21:52:55,23,93,22,85,22,90,F
2001/01/23,21:57:57,22,95,22,85,22,91,F
2001/01/23,22:02:58,22,96,22,87,21,92,F
2001/01/23,22:08:00,22,94,22,85,21,92,F
2001/01/23,22:12:59,22,96,22,86,22,91,F
2001/01/23,22:18:00,22,98,22,87,21,92,F
2001/01/23,22:23:02,22,98,22,88,21,94,F
2001/01/23,22:28:03,22,98,22,89,21,95,F
2001/01/23,22:33:04,22,98,22,90,21,96,F
2001/01/23,22:38:03,22,98,22,90,21,95,F
2001/01/23,22:43:05,22,98,21,91,21,96,F
2001/01/23,22:48:05,22,98,21,91,20,96,F
2001/01/23,22:53:05,22,98,21,92,20,97,F
2001/01/23,22:58:07,22,98,21,92,20,97,F
2001/01/23,23:03:08,22,98,21,92,20,98,F
2001/01/23,23:08:09,22,98,21,93,20,98,F
2001/01/23,23:13:09,22,98,21,93,20,99,F
2001/01/23,23:18:12,22,98,21,93,20,98,F
2001/01/23,23:23:13,22,98,21,93,20,98,F
2001/01/23,23:28:13,22,98,21,92,20,98,F
2001/01/23,23:33:13,22,98,21,93,20,98,F
2001/01/23,23:38:14,22,98,20,93,20,99,F
2001/01/23,23:43:15,22,98,20,93,20,99,F
2001/01/23,23:48:15,22,98,20,93,20,99,F
2001/01/23,23:53:15,22,98,20,94,19,99,F
2001/01/23,23:58:14,22,98,20,94,19,99,F
2002/01/23,00:03:16,22,98,20,94,19,99,F
2002/01/23,00:08:18,22,98,20,93,19,99,F
2002/01/23,00:13:20,22,98,20,93,19,99,F
2002/01/23,00:18:20,22,98,20,94,19,99,F
2002/01/23,00:23:20,22,98,20,93,19,99,F
2002/01/23,00:28:21,22,98,20,93,19,99,F
2002/01/23,00:33:21,22,98,20,93,19,99,F
2002/01/23,00:38:21,22,98,20,92,19,99,F
2002/01/23,00:43:23,22,98,20,92,19,98,F
2002/01/23,00:48:24,22,98,20,92,19,99,F
2002/01/23,00:53:24,22,98,20,92,19,99,F
2002/01/23,00:58:25,22,98,20,92,19,99,F
2002/01/23,01:03:26,22,98,20,92,19,98,F
2002/01/23,01:08:26,22,98,20,92,19,98,F
2002/01/23,01:13:25,22,98,20,92,19,98,F
2002/01/23,01:18:26,22,98,20,92,19,99,F
2002/01/23,01:23:27,22,98,20,92,19,99,F
2002/01/23,01:28:27,22,98,20,92,18,99,F
2002/01/23,01:33:28,22,98,19,93,18,99,F
2002/01/23,01:38:28,22,98,20,92,18,99,F
2002/01/23,01:43:28,22,98,19,92,18,99,F
2002/01/23,01:48:28,22,98,19,92,18,99,F
2002/01/23,01:53:27,22,98,19,92,18,99,F
2002/01/23,01:58:28,22,98,19,92,18,99,F
2002/01/23,02:03:28,22,98,19,92,18,99,F
2002/01/23,02:08:28,22,98,19,92,18,99,F
2002/01/23,02:13:27,22,98,19,92,18,99,F
2002/01/23,02:18:28,22,98,19,92,18,99,F
2002/01/23,02:23:30,22,98,19,92,18,99,F
2002/01/23,02:28:31,22,98,19,93,18,99,F
2002/01/23,02:33:31,22,98,19,93,18,99,F
2002/01/23,02:38:32,22,98,19,93,18,99,F
2002/01/23,02:43:33,22,98,19,93,18,99,F
2002/01/23,02:48:34,22,98,19,92,18,99,F
2002/01/23,02:53:33,22,98,19,92,18,99,F
2002/01/23,02:58:34,22,98,19,92,18,99,F
2002/01/23,03:03:36,22,98,19,92,18,99,F
2002/01/23,03:08:36,22,98,19,92,18,99,F
2002/01/23,03:13:37,22,98,19,93,18,99,F
2002/01/23,03:18:37,22,98,19,92,18,99,F
2002/01/23,03:23:42,22,98,19,92,18,99,F
2002/01/23,03:28:42,22,98,19,92,18,99,F
2002/01/23,03:33:42,22,98,19,93,18,99,F
2002/01/23,03:38:43,22,98,19,92,18,99,F
2002/01/23,03:43:43,22,98,19,92,18,99,F
2002/01/23,03:48:44,22,98,19,92,18,99,F
2002/01/23,03:53:45,22,98,19,92,18,99,F
2002/01/23,03:58:46,22,98,19,92,18,99,F
2002/01/23,04:03:47,22,98,19,92,18,99,F
2002/01/23,04:08:47,22,98,19,92,18,99,F
2002/01/23,04:13:47,22,98,19,93,18,99,F
2002/01/23,04:18:48,22,98,19,93,18,99,F
2002/01/23,04:23:47,22,98,19,92,18,99,F
2002/01/23,04:28:47,22,98,19,93,18,99,F
2002/01/23,04:33:49,22,98,19,93,18,99,F
2002/01/23,04:38:52,22,98,19,93,18,99,F
2002/01/23,04:43:53,22,98,19,93,18,99,F
2002/01/23,04:48:53,22,98,19,93,18,99,F
2002/01/23,04:53:54,22,98,19,93,18,99,F
2002/01/23,04:58:55,22,98,19,94,18,99,F
2002/01/23,05:03:55,22,98,19,94,18,99,F
2002/01/23,05:08:55,22,98,19,94,18,99,F
2002/01/23,05:13:55,22,98,19,94,18,99,F
2002/01/23,05:18:56,22,98,19,94,18,99,F
2002/01/23,05:23:57,22,98,19,94,18,99,F
2002/01/23,05:28:57,22,98,19,94,18,99,F
2002/01/23,05:33:58,22,98,19,94,18,99,F
2002/01/23,05:38:58,22,98,19,94,18,99,F
2002/01/23,05:43:59,22,98,19,94,18,99,F
2002/01/23,05:48:59,22,98,19,94,18,99,F
2002/01/23,05:54:00,22,98,19,94,18,99,F
2002/01/23,05:59:00,22,98,19,94,18,99,F
2002/01/23,06:03:59,22,98,19,93,18,99,F
2002/01/23,06:09:01,22,98,19,93,18,99,F
2002/01/23,06:14:00,22,98,19,92,18,99,F
2002/01/23,06:19:01,22,98,20,92,19,99,F
2002/01/23,06:24:01,22,98,20,92,19,98,F
2002/01/23,06:29:01,22,98,20,92,19,98,F
2002/01/23,06:34:02,22,98,20,92,19,96,F
2002/01/23,06:39:03,22,98,21,91,20,95,F
2002/01/23,06:44:03,22,98,21,88,21,91,F
2002/01/23,06:49:04,22,98,22,83,22,85,F
2002/01/23,06:54:04,22,98,23,82,23,84,F
2002/01/23,06:59:03,22,98,24,79,24,83,F
2002/01/23,07:04:05,24,95,25,80,24,85,F
2002/01/23,07:09:04,24,96,26,80,25,82,F
2002/01/23,07:14:06,26,95,27,78,26,81,F
2002/01/23,07:19:07,27,90,28,76,27,78,F
2002/01/23,07:24:06,28,86,29,73,28,76,F
2002/01/23,07:29:07,28,82,29,69,28,72,T
2002/01/23,07:34:08,23,84,25,70,24,76,T
2002/01/23,07:39:10,23,84,24,71,23,77,T
2002/01/23,07:44:12,24,79,25,70,23,75,T
2002/01/23,07:49:14,25,77,25,69,24,74,T
2002/01/23,07:54:13,26,74,26,68,24,73,T
2002/01/23,07:59:13,26,74,26,67,25,72,T
2002/01/23,08:04:13,26,72,26,65,25,70,T
2002/01/23,08:09:14,26,70,27,64,25,69,T
2002/01/23,08:14:15,27,68,27,62,26,67,T
2002/01/23,08:19:14,27,66,28,61,26,66,T
2002/01/23,08:24:16,28,64,28,60,26,64,T
2002/01/23,08:29:15,28,64,28,59,27,63,T
2002/01/23,08:34:17,28,61,29,58,27,62,T
2002/01/23,08:39:18,29,60,29,56,28,59,T
2002/01/23,08:44:18,29,58,29,55,28,58,T
2002/01/23,08:49:18,30,58,30,55,28,58,T
2002/01/23,08:54:19,30,58,30,55,29,58,T
2002/01/23,08:59:19,30,55,30,53,29,56,T
2002/01/23,09:04:19,30,55,31,52,30,56,T
2002/01/23,09:09:19,31,54,32,50,30,54,T
2002/01/23,09:14:19,31,53,32,50,30,54,T
2002/01/23,09:19:23,31,52,32,49,30,53,T
2002/01/23,09:24:24,32,52,32,48,31,52,T
2002/01/23,09:29:25,32,51,33,48,31,51,T
2002/01/23,09:34:25,32,49,33,47,31,51,T
2002/01/23,09:39:26,33,49,33,46,32,49,T
2002/01/23,09:44:25,33,49,34,46,32,49,T
2002/01/23,09:49:26,33,48,34,46,32,48,T
2002/01/23,09:54:27,33,49,34,47,33,48,T
2002/01/23,09:59:27,34,48,34,46,33,48,T
2002/01/23,10:04:29,34,48,34,46,33,48,T
2002/01/23,10:09:30,34,48,34,46,33,48,T
2002/01/23,10:14:29,34,48,34,46,34,46,T
2002/01/23,10:19:29,34,47,34,46,34,46,T
2002/01/23,10:24:31,35,47,35,45,34,46,T
2002/01/23,10:29:31,35,46,35,45,34,46,T
2002/01/23,10:34:31,35,45,35,44,34,45,T
2002/01/23,10:39:31,35,44,35,43,34,44,T
2002/01/23,10:44:31,35,45,35,43,34,44,T
2002/01/23,10:49:32,35,45,35,43,35,43,T
2002/01/23,10:54:33,36,43,36,43,35,43,T
2002/01/23,10:59:33,36,43,36,43,35,43,T
2002/01/23,11:04:33,36,43,36,43,35,43,T
2002/01/23,11:09:33,36,43,36,43,35,43,T
2002/01/23,11:14:36,36,43,36,43,35,43,T
2002/01/23,11:19:37,36,42,36,43,36,42,T
2002/01/23,11:24:38,36,43,36,43,36,42,T
2002/01/23,11:29:39,36,44,36,43,36,42,T
2002/01/23,11:34:38,37,43,36,43,36,43,T
2002/01/23,11:39:39,37,43,36,43,36,41,T
2002/01/23,11:44:38,37,42,36,43,36,42,T
2002/01/23,11:49:40,37,42,36,43,36,43,T
2002/01/23,11:54:40,38,42,36,43,36,42,T
2002/01/23,11:59:41,38,42,37,43,36,42,T
2002/01/23,12:04:40,38,43,37,43,36,42,T
2002/01/23,12:09:41,38,42,37,43,36,43,T
2002/01/23,12:14:41,38,42,37,44,36,44,T
2002/01/23,12:19:43,38,43,37,43,36,44,T
2002/01/23,12:24:42,38,42,37,43,36,44,T
2002/01/23,12:29:44,39,41,37,43,36,44,T
2002/01/23,12:34:45,38,42,37,44,36,44,T
2002/01/23,12:39:46,38,41,37,43,36,43,T
2002/01/23,12:44:46,39,41,37,43,36,44,T
2002/01/23,12:49:47,38,42,37,44,36,44,T
2002/01/23,12:54:46,38,41,37,43,36,44,T
2002/01/23,12:59:47,38,41,37,43,36,44,T
2002/01/23,13:04:47,38,40,37,42,36,42,T
2002/01/23,13:09:48,38,41,37,42,36,43,T
2002/01/23,13:14:49,39,40,37,42,36,43,T
2002/01/23,13:19:50,39,40,38,41,36,43,T
2002/01/23,13:24:49,39,40,38,42,36,44,T
2002/01/23,13:29:50,39,40,38,41,36,43,T
2002/01/23,13:34:49,39,40,38,42,36,43,T
2002/01/23,13:39:49,39,39,38,41,36,43,T
2002/01/23,13:44:50,39,39,38,41,36,43,T
2002/01/23,13:49:49,39,40,38,41,36,44,T
2002/01/23,13:54:50,39,39,38,41,36,43,T
2002/01/23,13:59:51,39,39,38,41,37,42,T
2002/01/23,14:04:51,39,39,38,41,37,42,T
2002/01/23,14:09:52,40,39,38,41,36,43,T
2002/01/23,14:14:51,40,39,38,41,37,43,T
2002/01/23,14:19:56,40,39,38,41,37,43,T
2002/01/23,14:24:56,40,38,38,40,36,44,T
2002/01/23,14:29:57,40,39,39,41,37,43,T
2002/01/23,14:34:58,39,39,38,41,37,43,T
2002/01/23,14:39:58,40,39,38,41,36,44,T
2002/01/23,14:44:57,40,38,38,42,36,43,T
2002/01/23,14:49:59,40,38,38,41,36,44,T
2002/01/23,14:54:59,38,41,39,41,37,42,T
2002/01/23,15:00:01,38,42,38,41,37,42,T
2002/01/23,15:05:01,39,40,38,42,36,44,T
2002/01/23,15:10:02,38,40,38,42,36,44,T
2002/01/23,15:15:03,38,40,38,42,36,44,T
2002/01/23,15:20:03,38,41,38,42,36,44,T
2002/01/23,15:25:04,38,41,37,42,36,44,T
2002/01/23,15:30:04,38,41,37,43,36,44,T
2002/01/23,15:35:05,38,41,37,43,36,44,T
2002/01/23,15:40:05,38,41,37,43,36,44,T
2002/01/23,15:45:06,38,42,37,43,36,45,T
2002/01/23,15:50:06,38,41,38,43,36,46,T
2002/01/23,15:55:05,38,41,37,43,36,46,T
2002/01/23,16:00:07,38,41,37,43,36,45,T
2002/01/23,16:05:09,38,42,37,44,35,46,T
2002/01/23,16:10:09,37,42,37,44,35,46,T
2002/01/23,16:15:09,37,42,37,44,35,47,T
2002/01/23,16:20:09,37,42,36,44,35,46,T
2002/01/23,16:25:09,36,43,36,45,35,47,T
2002/01/23,16:30:08,36,44,36,45,34,47,T
2002/01/23,16:35:08,36,44,36,46,34,48,T
2002/01/23,16:40:11,36,44,36,46,34,48,T
2002/01/23,16:45:12,36,45,35,46,34,49,T
2002/01/23,16:50:13,36,44,35,46,33,50,T
2002/01/23,16:55:13,35,45,35,47,33,50,T
2002/01/23,17:00:14,35,46,34,48,33,50,T
2002/01/23,17:05:13,35,46,34,48,33,50,T
2002/01/23,17:10:14,35,46,34,49,33,50,T
2002/01/23,17:15:15,35,46,34,49,32,52,T
2002/01/23,17:20:15,34,46,34,49,32,52,T
2002/01/23,17:25:15,34,48,33,50,32,53,T
2002/01/23,17:30:15,34,48,33,51,32,53,T
2002/01/23,17:35:15,34,48,33,51,32,54,T
2002/01/23,17:40:16,33,49,33,52,31,55,T
2002/01/23,17:45:18,33,50,32,53,31,55,T
2002/01/23,17:50:17,33,50,32,54,31,56,T
2002/01/23,17:55:18,32,52,31,56,31,56,T
2002/01/23,18:00:18,32,52,31,57,30,58,T
2002/01/23,18:05:19,32,52,30,58,30,58,T
2002/01/23,18:10:19,32,53,30,59,30,59,T
2002/01/23,18:15:19,31,54,29,60,30,59,T
2002/01/23,18:20:20,31,54,29,61,29,60,T
2002/01/23,18:25:20,31,54,29,61,29,60,T
2002/01/23,18:30:24,31,55,29,63,29,60,T
2002/01/23,18:35:25,30,57,28,64,29,60,T
2002/01/23,18:40:25,30,57,28,65,29,62,T
2002/01/23,18:45:26,30,59,28,66,28,64,T
